Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452010,M,60,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452010,M,67,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,0,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,3,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,4,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,11,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,13,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,17,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,18,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,24,0,1,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,28,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,31,2,0,1,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,34,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,39,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,F,41,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,3,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,5,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,7,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,30,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452011,M,40,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452012,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452012,F,80,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452012,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452012,M,7,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452012,M,52,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452013,F,46,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,5,2,0,1,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,18,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,38,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,49,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,F,61,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452014,M,81,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,F,8,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,F,12,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,F,20,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,F,40,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,M,20,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,M,24,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452015,M,31,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,0,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,3,2,0,1,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,7,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,9,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,14,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,18,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,19,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,23,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,34,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,38,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,F,44,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,3,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,5,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,9,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,14,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,29,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,34,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452016,M,52,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,F,0,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,F,5,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,M,6,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,M,11,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,M,43,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,M,56,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452018,M,65,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,6,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,12,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,18,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,27,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,37,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,F,44,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,M,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,M,12,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,M,25,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,M,32,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,452020,M,80,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453112,F,17,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453112,M,10,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453771,F,6,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453771,F,7,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453771,F,34,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453771,M,5,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Indore,453771,M,14,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Mhow,453441,F,3,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Mhow,453441,F,30,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Sawer,453111,F,15,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Sawer,453111,F,62,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Indore,Sawer,453771,M,5,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Jabalpur,Jabalpur,482001,F,20,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khandwa,Khandwa,450110,M,4,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khandwa,Khandwa,451115,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Barwaha,451115,M,4,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,F,8,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,F,44,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,M,6,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,M,26,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,M,29,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451441,M,33,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Bhagwanpura,451442,F,59,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Jhiranya,451332,F,9,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Jhiranya,451332,F,11,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Jhiranya,451332,F,13,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Kasrawad,451001,F,61,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Kasrawad,451228,F,33,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,1,3,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,3,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,4,3,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,9,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,22,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,23,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,25,3,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,26,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,27,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,30,3,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,38,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,48,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,49,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,F,51,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,0,12,1,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,1,2,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,2,6,1,0,3
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,3,2,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,4,4,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,5,3,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,6,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,7,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,8,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,14,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,15,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,24,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,27,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,28,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,31,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451001,M,43,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451335,M,7,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451440,F,28,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Khargone,451440,M,26,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Khargone,Maheshwar,451111,F,32,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Malhargarh,458664,F,4,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458001,F,0,4,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458001,F,1,5,0,1,4
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458001,F,2,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458001,F,3,3,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458001,F,4,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458002,F,0,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458002,F,3,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458667,F,0,2,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458669,F,0,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Mandsaur,458669,F,1,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,F,0,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,F,4,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,F,7,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,F,19,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,F,27,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458389,M,46,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458558,F,0,6,2,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458558,F,1,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458558,F,2,3,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458558,F,3,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458558,F,4,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458888,F,0,5,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458888,F,2,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458888,F,4,3,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,0,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,3,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,4,1,1,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Mandsaur,Sitamau,458990,F,18,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Neemuch,Neemuch,458441,F,0,4,0,0,3
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Neemuch,Neemuch,458441,F,1,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Neemuch,Neemuch,458441,F,2,2,0,0,2
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Neemuch,Neemuch,458441,M,55,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Rajgarh,Rajgarh,465661,F,21,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,9,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,14,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,39,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,F,64,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457001,M,25,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457441,F,0,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Alot,457441,F,62,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Bajna,457001,F,12,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Piploda,457333,F,1,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Piploda,457340,F,0,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457001,F,21,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457001,M,0,2,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457001,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457550,F,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457550,F,3,0,1,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457550,M,1,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ratlam,Sailana,457555,M,29,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Sagar,Bina,470113,M,2,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Sagar,Garhakota,470232,M,2,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shahdol,Jaitpur,484440,F,29,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465230,F,17,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,F,6,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,0,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,1,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,3,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,4,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,6,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,18,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Agar,465441,M,32,0,1,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Badod,465441,M,42,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Shajapur,Badod,465550,F,1,1,0,0,0
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ujjain,Ghatiya,456003,M,16,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ujjain,Ghatiya,456010,F,1,1,0,1,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ujjain,Ghatiya,456010,F,31,1,0,0,1
Bank Of India,OSWAL COMPUTERS & CONSULTANTS,Madhya Pradesh,Ujjain,Ghatiya,456010,M,4,2,0,0,2
